A_team,B_team,A_score,B_score,A_xg,B_xg,A_standings,B_standings,season,target
Udinese,Spezia,1,0,1.2,0.82,15,16,2020/2021,0
Torino,Sampdoria,0,1,0.22,1.84,9,20,2019/2020,0
Atalanta,Inter,1,4,0.73,1.96,16,11,2014/2015,1
Brescia,Verona,2,0,1.12,0.67,20,8,2019/2020,1
Palermo,Udinese,1,4,0.48,2.54,18,14,2016/2017,0
Inter,Atalanta,0,0,0.94,1.23,3,5,2018/2019,1
Sampdoria,Juventus,1,2,1.23,1.42,6,1,2018/2019,0
Lazio,Empoli,1,0,2.74,1.49,17,9,2018/2019,0
Torino,Empoli,0,0,0.72,0.18,15,16,2016/2017,1
Udinese,Empoli,2,0,1.69,0.69,15,14,2014/2015,1
Inter,Lazio,1,0,1.74,1.36,2,6,2019/2020,1
Atalanta,Empoli,0,0,5.06,0.22,6,18,2018/2019,1
Fiorentina,Atalanta,1,1,1.46,0.4,11,8,2017/2018,0
Udinese,Torino,3,2,1.2,1.12,15,9,2014/2015,1
Juventus,Roma,2,2,1.91,2.82,3,10,2020/2021,0
Torino,Cagliari,3,2,1.81,1.53,10,14,2016/2017,0
Roma,Lazio,3,1,2.46,0.89,10,5,2018/2019,1
Genoa,Palermo,3,4,1.5,1.85,11,19,2016/2017,1
Fiorentina,Cagliari,0,0,0.11,0.35,14,16,2020/2021,0
Juventus,Crotone,3,0,4.42,0.65,6,20,2020/2021,1
Cagliari,Fiorentina,1,1,0.92,1.4,15,7,2018/2019,0
Napoli,Fiorentina,4,3,1.95,1.94,12,6,2019/2020,0
Bologna,Udinese,1,1,2.53,0.49,12,11,2020/2021,0
AC Milan,Sassuolo,2,3,0.73,1.48,10,16,2014/2015,0
Chievo,AC Milan,2,3,0.9,3.37,16,6,2017/2018,0
Torino,Roma,2,3,1.58,2.2,11,3,2015/2016,0
Frosinone,Lazio,0,1,0.49,2.85,17,20,2018/2019,0
Bologna,Empoli,2,3,1.26,1.95,13,9,2015/2016,1
Cagliari,Sassuolo,2,2,0.76,1.94,6,16,2019/2020,0
Inter,Fiorentina,3,0,2.71,0.41,11,9,2017/2018,1
Roma,Parma Calcio 1913,2,0,1.72,0.48,7,12,2018/2019,0
Juventus,Sampdoria,1,0,1.98,0.46,1,9,2016/2017,0
Lazio,Atalanta,2,0,1.44,0.78,8,15,2015/2016,1
Verona,Empoli,2,1,1.19,1.21,16,14,2014/2015,1
Fiorentina,Bologna,0,0,1.62,0.33,9,17,2018/2019,0
Fiorentina,Verona,1,4,1.34,2.06,11,19,2017/2018,1
Torino,Roma,2,3,1.41,3.06,9,6,2018/2019,0
Bologna,Inter,0,1,0.66,1.27,18,4,2015/2016,1
Sassuolo,Sampdoria,1,1,1.77,1.2,12,6,2014/2015,0
Sassuolo,Lazio,0,3,0.71,1.39,16,5,2017/2018,1
Verona,Empoli,0,0,0.94,1.4,16,14,2014/2015,0
SPAL 2013,Empoli,4,2,1.43,1.45,13,18,2018/2019,0
Cagliari,Sampdoria,0,3,0.5,1.61,11,14,2019/2020,0
Juventus,Benevento,2,1,3.09,0.11,3,20,2017/2018,1
Inter,Parma Calcio 1913,0,2,0.53,1.68,8,20,2014/2015,0
Sassuolo,Cagliari,1,1,0.72,0.39,8,11,2019/2020,0
Sassuolo,Verona,2,0,0.51,1.39,4,9,2020/2021,0
Genoa,Sampdoria,0,2,1.04,1.69,18,6,2017/2018,1
AC Milan,Sampdoria,2,1,2.67,0.99,1,11,2020/2021,0
AC Milan,Verona,1,0,1.47,0.47,11,9,2019/2020,0
Atalanta,Sassuolo,3,0,1.3,1.04,7,11,2016/2017,0
Torino,Empoli,1,2,1.1,0.64,11,12,2015/2016,0
Sassuolo,Udinese,1,1,0.75,0.91,13,17,2018/2019,0
Verona,AC Milan,1,4,0.26,1.19,19,7,2017/2018,0
Roma,Cagliari,3,0,2.9,0.5,6,11,2018/2019,1
Parma Calcio 1913,Udinese,2,0,1.43,1.88,8,14,2019/2020,1
Atalanta,Cesena,3,2,3.61,0.43,17,19,2014/2015,1
Sampdoria,Torino,1,2,0.18,0.87,8,9,2018/2019,0
Parma Calcio 1913,Atalanta,0,3,1.38,2.98,10,15,2018/2019,0
Sassuolo,Inter,0,1,0.57,2.31,14,10,2016/2017,1
Bologna,Genoa,0,1,0.16,1.2,9,12,2016/2017,1
Fiorentina,Chievo,6,1,3.33,0.64,11,16,2018/2019,1
Fiorentina,Udinese,2,1,2.78,0.33,12,13,2017/2018,1
Fiorentina,Empoli,2,2,1.62,0.64,1,14,2015/2016,1
Sassuolo,Lazio,1,2,1.26,1.79,8,6,2016/2017,0
Sassuolo,Fiorentina,1,2,0.96,1.15,15,9,2019/2020,1
Udinese,Bologna,1,0,0.84,0.76,18,9,2019/2020,1
Atalanta,Fiorentina,1,1,0.4,1.46,8,11,2017/2018,1
Genoa,Juventus,3,1,3.14,1.36,13,1,2016/2017,1
Lazio,Crotone,2,2,2.57,0.91,4,17,2017/2018,0
Genoa,Chievo,3,2,1.25,2.14,14,8,2015/2016,1
Verona,Atalanta,2,0,1.79,1.2,9,6,2020/2021,0
Cagliari,Genoa,0,2,1.61,2.56,19,10,2014/2015,0
Verona,Inter,0,3,0.35,3.16,19,4,2017/2018,0
Udinese,Chievo,1,1,0.43,0.5,8,13,2017/2018,0
Pescara,Udinese,1,3,0.69,2.33,19,16,2016/2017,0
Genoa,Cagliari,1,1,0.35,2.58,6,16,2014/2015,0
Lazio,Juventus,0,3,0.2,3.53,9,1,2015/2016,0
Atalanta,AC Milan,1,0,0.93,0.66,17,8,2014/2015,0
Genoa,Inter,1,0,1.0,1.15,12,4,2015/2016,1
Sampdoria,Empoli,1,0,1.05,0.93,13,8,2016/2017,0
Fiorentina,Verona,1,1,1.61,0.59,13,9,2019/2020,1
Roma,Sassuolo,0,0,2.77,1.12,5,10,2018/2019,0
Cagliari,Juventus,0,2,0.45,3.24,12,1,2018/2019,1
Cesena,Palermo,1,2,1.13,1.0,14,20,2014/2015,0
Udinese,Empoli,3,2,2.22,1.84,16,17,2018/2019,1
Crotone,Verona,0,0,0.75,0.23,18,17,2017/2018,1
Roma,Sassuolo,1,1,1.68,1.07,4,15,2017/2018,1
Udinese,Cagliari,1,2,0.92,2.06,16,15,2016/2017,0
AC Milan,Sampdoria,4,1,3.7,1.15,7,12,2015/2016,1
AC Milan,Fiorentina,0,1,0.72,0.28,4,10,2018/2019,1
Torino,Inter,0,1,1.34,0.89,11,4,2015/2016,1
Sampdoria,Lazio,1,2,1.19,1.25,9,8,2018/2019,1
Torino,Juventus,0,1,0.22,1.73,9,2,2017/2018,1
Bologna,Inter,2,1,1.07,2.72,12,3,2019/2020,0
Parma Calcio 1913,Genoa,0,2,0.6,2.78,20,10,2014/2015,0
Genoa,Juventus,1,3,0.48,3.6,19,6,2020/2021,1
Atalanta,Fiorentina,2,1,1.76,0.43,4,14,2019/2020,0
Parma Calcio 1913,Juventus,1,2,1.91,2.18,13,1,2018/2019,1
Sassuolo,Chievo,0,0,1.7,0.51,18,10,2017/2018,1
Udinese,AC Milan,2,3,1.19,2.82,13,10,2019/2020,0
SPAL 2013,Napoli,2,3,0.26,1.91,14,2,2017/2018,1
Benevento,Fiorentina,1,0,0.57,1.21,16,13,2020/2021,0
Udinese,Frosinone,3,1,2.53,1.65,17,19,2018/2019,0
Chievo,Empoli,0,0,1.27,1.36,20,11,2018/2019,1
Benevento,Fiorentina,1,4,1.54,2.27,16,14,2020/2021,1
Sampdoria,Empoli,0,0,1.14,1.33,13,17,2016/2017,1
Sampdoria,Chievo,1,2,2.08,0.28,8,16,2017/2018,0
Lazio,Sampdoria,2,1,2.12,0.52,5,9,2016/2017,0
AC Milan,Frosinone,3,3,3.59,0.65,6,19,2015/2016,1
Fiorentina,Sampdoria,1,2,1.86,2.15,19,7,2017/2018,1
Torino,Empoli,1,4,1.28,2.54,7,18,2018/2019,0
Roma,Chievo,3,0,1.53,1.12,7,20,2018/2019,0
Torino,Parma Calcio 1913,1,1,2.89,0.22,15,9,2019/2020,1
Juventus,Chievo,2,0,2.07,0.45,1,11,2016/2017,1
Sassuolo,Atalanta,1,1,1.26,1.95,8,3,2020/2021,1
Udinese,Genoa,1,0,1.49,0.53,18,14,2017/2018,1
Udinese,Napoli,1,3,0.34,0.89,13,3,2014/2015,0
Sassuolo,Inter,3,3,2.01,3.29,12,3,2019/2020,0
Empoli,Fiorentina,2,1,2.07,1.19,17,8,2016/2017,0
SPAL 2013,Fiorentina,0,3,0.72,1.72,3,6,2018/2019,0
Cesena,Fiorentina,1,4,0.15,2.03,19,10,2014/2015,1
Udinese,Sampdoria,2,2,1.49,1.18,11,5,2014/2015,0
Roma,Torino,1,0,1.18,0.5,13,15,2018/2019,0
Sassuolo,Sampdoria,0,0,3.29,0.15,7,15,2015/2016,1
Juventus,AC Milan,2,1,1.86,1.47,1,4,2018/2019,1
Lazio,Sampdoria,1,0,1.37,1.27,7,10,2020/2021,1
Cagliari,AC Milan,0,1,0.38,1.57,14,5,2016/2017,0
Sampdoria,Juventus,0,5,0.17,2.79,15,1,2015/2016,0
Genoa,Verona,2,0,2.03,0.52,14,13,2015/2016,1
Lazio,Sampdoria,0,3,0.45,1.83,10,14,2020/2021,0
Lazio,Genoa,2,2,2.41,1.6,4,16,2016/2017,0
Cagliari,SPAL 2013,2,0,1.67,0.72,16,18,2017/2018,1
Parma Calcio 1913,Cagliari,3,4,1.62,2.36,19,18,2020/2021,0
Chievo,Juventus,0,4,0.18,3.69,11,2,2015/2016,1
Inter,Udinese,4,0,1.76,1.56,1,14,2015/2016,0
Lecce,AC Milan,2,2,1.29,1.78,18,13,2019/2020,0
Fiorentina,Sampdoria,1,2,1.28,1.37,16,10,2020/2021,0
Sampdoria,Frosinone,5,0,2.54,0.41,13,19,2018/2019,0
Parma Calcio 1913,Spezia,2,2,3.67,0.97,18,14,2020/2021,1
Verona,Roma,1,2,0.88,2.66,9,5,2019/2020,0
Atalanta,Palermo,3,2,1.4,4.54,17,11,2014/2015,0
Juventus,AC Milan,1,0,1.44,0.28,2,1,2014/2015,0
Carpi,Roma,1,5,1.52,3.47,19,11,2015/2016,0
Verona,Empoli,0,1,1.93,2.21,20,12,2015/2016,0
SPAL 2013,Juventus,1,2,1.09,1.87,20,1,2019/2020,1
Parma Calcio 1913,AC Milan,1,2,1.25,1.35,6,5,2018/2019,0
Cagliari,Sampdoria,0,0,0.95,2.25,16,9,2018/2019,1
Lazio,Torino,1,1,1.32,2.49,8,12,2015/2016,0
AC Milan,Bologna,3,0,2.82,0.27,6,15,2016/2017,1
AC Milan,Inter,0,3,0.71,2.96,2,1,2020/2021,1
Napoli,Juventus,1,2,1.36,1.61,5,4,2020/2021,0
Cagliari,Inter,4,1,3.32,1.3,20,5,2014/2015,0
Napoli,Genoa,3,1,2.46,0.47,2,12,2015/2016,1
Roma,Napoli,1,0,0.32,0.64,3,2,2015/2016,1
Atalanta,Verona,1,1,0.92,0.75,11,16,2015/2016,1
Napoli,Crotone,2,1,1.73,0.23,2,18,2017/2018,1
Verona,Juventus,1,1,0.6,2.18,13,12,2020/2021,0
Empoli,Juventus,0,3,0.31,4.16,18,1,2016/2017,1
Carpi,Lazio,0,0,0.19,0.45,19,12,2015/2016,0
Roma,Sampdoria,2,1,1.46,1.14,5,17,2015/2016,1
Napoli,Cagliari,3,3,1.45,2.71,3,15,2014/2015,1
Napoli,Lazio,5,0,2.73,0.97,18,10,2015/2016,1
Chievo,Sassuolo,0,2,0.54,1.15,20,10,2018/2019,1
Inter,Chievo,0,2,1.02,0.78,10,7,2016/2017,0
Fiorentina,SPAL 2013,1,0,2.06,1.29,15,20,2019/2020,1
Sassuolo,Inter,3,1,1.29,1.12,6,4,2015/2016,1
Torino,Inter,1,2,1.35,2.51,18,1,2020/2021,1
Sampdoria,Genoa,3,2,1.18,2.03,14,17,2015/2016,0
Inter,Lazio,1,1,0.72,1.21,5,12,2020/2021,0
Roma,Lazio,4,1,1.53,2.85,3,8,2015/2016,0
Roma,Inter,2,2,0.9,1.93,3,2,2020/2021,1
Torino,Bologna,0,2,0.6,1.14,9,16,2016/2017,0
Crotone,Inter,2,1,2.02,1.91,18,7,2016/2017,1
Genoa,Frosinone,2,2,1.79,1.27,15,18,2015/2016,0
Sampdoria,Parma Calcio 1913,3,3,2.78,2.48,9,15,2018/2019,0
Torino,Lecce,0,4,0.96,2.4,12,17,2019/2020,0
Cagliari,Roma,1,1,1.03,1.42,8,7,2019/2020,0
Sassuolo,Bologna,4,3,3.24,1.45,4,12,2020/2021,0
Verona,Napoli,2,6,0.8,4.61,10,9,2014/2015,0
Cagliari,SPAL 2013,2,2,1.01,1.92,14,15,2018/2019,0
AC Milan,Empoli,2,2,1.18,1.31,6,8,2015/2016,0
Torino,Napoli,1,3,1.09,2.36,14,5,2018/2019,1
Spezia,Verona,0,1,0.45,1.55,18,9,2020/2021,1
Torino,Palermo,2,2,1.06,2.48,9,11,2014/2015,0
Parma Calcio 1913,Bologna,0,0,0.78,0.27,12,18,2018/2019,1
Fiorentina,Crotone,1,1,1.41,0.73,13,20,2016/2017,1
Torino,Juventus,1,2,1.06,1.8,15,1,2014/2015,0
Palermo,Lazio,0,1,0.7,1.52,19,6,2016/2017,1
Udinese,AC Milan,1,2,0.22,2.78,12,9,2017/2018,0
Atalanta,Udinese,1,1,1.28,0.42,6,15,2020/2021,0
Napoli,AC Milan,3,0,3.13,0.11,4,10,2014/2015,1
Napoli,SPAL 2013,3,2,1.91,0.26,2,14,2017/2018,0
Lazio,Udinese,3,0,1.29,0.79,3,9,2017/2018,1
Inter,Roma,1,3,1.34,1.53,5,2,2016/2017,1
Genoa,Napoli,1,2,0.88,1.79,13,3,2018/2019,1
Bologna,Benevento,1,1,1.92,0.8,13,14,2020/2021,1
Roma,Inter,1,2,0.47,1.31,3,10,2014/2015,0
AC Milan,Cagliari,2,0,1.7,1.19,2,17,2020/2021,0
Crotone,Fiorentina,1,2,0.61,1.04,20,14,2020/2021,0
Genoa,Sassuolo,2,1,3.1,0.86,20,12,2019/2020,1
Empoli,Chievo,0,4,0.53,2.37,17,11,2016/2017,0
Cagliari,Torino,1,1,0.51,1.31,7,11,2019/2020,0
Atalanta,Inter,4,1,4.13,1.32,11,3,2018/2019,1
Sassuolo,SPAL 2013,1,0,2.52,0.48,19,18,2017/2018,0
Fiorentina,Inter,0,2,0.54,2.48,11,2,2020/2021,1
Sampdoria,AC Milan,1,4,2.45,3.09,15,6,2019/2020,1
Genoa,Roma,3,3,1.13,2.63,7,11,2019/2020,0
Parma Calcio 1913,Torino,2,1,1.6,2.34,13,8,2018/2019,0
Verona,Bologna,0,1,0.7,2.59,9,13,2020/2021,0
Bologna,Udinese,1,1,1.17,0.75,10,15,2019/2020,1
Roma,Juventus,0,1,0.25,2.28,9,1,2018/2019,0
SPAL 2013,Sassuolo,1,1,1.01,0.32,16,11,2018/2019,0
Genoa,AC Milan,1,2,1.08,0.74,16,6,2015/2016,0
Napoli,Cagliari,1,0,0.98,0.66,2,13,2018/2019,0
Chievo,Palermo,0,1,0.44,1.43,19,18,2014/2015,0
Bologna,AC Milan,0,0,0.37,0.67,18,4,2018/2019,1
Udinese,Juventus,1,2,0.26,2.47,16,1,2016/2017,0
Spezia,Sassuolo,1,4,1.29,2.65,14,11,2020/2021,1
Empoli,AC Milan,2,2,1.31,1.18,8,6,2015/2016,1
AC Milan,Benevento,0,1,1.07,0.45,6,20,2017/2018,1
Udinese,Torino,0,2,0.56,1.18,10,9,2017/2018,0
Fiorentina,Roma,1,4,1.08,2.53,4,3,2015/2016,0
Fiorentina,Parma Calcio 1913,0,1,1.28,0.61,13,17,2018/2019,0
Chievo,Genoa,0,2,1.6,1.62,19,14,2018/2019,0
Napoli,Bologna,3,0,1.65,0.24,5,7,2017/2018,0
Genoa,Empoli,1,1,0.92,1.18,7,14,2014/2015,0
Carpi,Udinese,2,1,1.5,0.33,19,11,2015/2016,1
Bologna,Atalanta,1,4,1.13,1.58,18,5,2018/2019,0
Frosinone,Empoli,1,2,1.33,2.34,19,18,2018/2019,0
Chievo,Udinese,2,3,1.92,1.84,11,15,2015/2016,1
Bologna,Chievo,3,2,1.37,1.37,12,13,2017/2018,0
Fiorentina,Inter,5,4,2.33,1.58,8,7,2016/2017,1
AC Milan,Torino,0,0,1.32,1.0,4,7,2018/2019,1
Chievo,Pescara,2,0,2.25,0.75,12,20,2016/2017,1
AC Milan,Inter,0,2,1.09,2.49,6,1,2019/2020,1
Benevento,Bologna,0,1,0.8,1.79,15,8,2017/2018,1
Sassuolo,Udinese,0,2,0.94,1.72,9,11,2020/2021,0
Torino,Sassuolo,0,1,1.66,1.37,15,14,2014/2015,1
Bologna,AC Milan,0,1,1.08,1.24,14,7,2015/2016,1
Genoa,Cagliari,1,0,1.63,2.17,14,16,2020/2021,0
Fiorentina,SPAL 2013,4,1,3.22,1.37,10,15,2018/2019,0
Torino,Udinese,2,3,1.12,1.2,9,15,2014/2015,0
Cagliari,Lazio,0,1,1.24,1.02,18,7,2020/2021,0
Napoli,Roma,1,3,1.66,1.82,2,3,2016/2017,1
Genoa,Palermo,1,1,1.52,1.58,6,14,2014/2015,1
Juventus,Cagliari,1,0,1.49,0.55,2,15,2017/2018,0
Genoa,Udinese,2,1,3.02,1.74,16,14,2015/2016,1
Fiorentina,Crotone,1,0,2.82,0.75,8,19,2016/2017,0
Crotone,Lazio,0,1,0.48,2.09,19,6,2016/2017,0
Genoa,Bologna,0,2,0.49,0.95,10,16,2015/2016,0
Fiorentina,Udinese,3,0,1.65,0.73,8,12,2016/2017,1
Pescara,Empoli,0,4,2.54,2.51,20,17,2016/2017,1
Cagliari,Verona,0,1,0.53,1.0,15,19,2017/2018,0
Empoli,Inter,1,2,1.77,2.74,17,4,2018/2019,0
Genoa,Udinese,0,2,2.07,2.46,11,16,2018/2019,0
Cesena,Parma Calcio 1913,1,0,1.09,0.44,7,13,2014/2015,1
Inter,Atalanta,2,0,1.16,1.02,2,3,2019/2020,0
Spezia,AC Milan,2,0,1.33,0.52,16,1,2020/2021,1
Sassuolo,Empoli,0,3,0.62,1.51,11,18,2018/2019,0
Fiorentina,Inter,4,1,3.14,1.05,2,1,2015/2016,0
Benevento,Chievo,0,1,0.66,0.74,20,16,2017/2018,0
Inter,SPAL 2013,1,1,0.6,1.28,4,18,2017/2018,0
Frosinone,Atalanta,0,5,0.57,2.54,20,8,2018/2019,1
Sassuolo,Genoa,0,0,0.45,0.97,13,12,2017/2018,1
Carpi,Sampdoria,2,1,1.34,2.31,19,14,2015/2016,1
Torino,Genoa,1,5,0.54,1.55,9,8,2014/2015,0
Sampdoria,Napoli,2,4,0.27,2.35,5,4,2014/2015,0
Sassuolo,Torino,3,1,1.55,0.96,7,11,2015/2016,0
Juventus,Sampdoria,4,1,2.13,0.35,1,15,2016/2017,1
Lecce,Juventus,1,1,1.06,3.57,18,2,2019/2020,1
Torino,Cagliari,1,0,1.16,0.8,17,18,2020/2021,0
Udinese,Verona,1,0,2.37,0.8,18,19,2017/2018,0
Sampdoria,Sassuolo,5,3,2.5,1.81,9,12,2018/2019,0
Lazio,AC Milan,4,1,2.36,1.21,7,5,2017/2018,1
Fiorentina,Sassuolo,1,3,0.78,2.28,15,8,2020/2021,0
Fiorentina,Genoa,3,3,2.11,2.76,8,15,2016/2017,1
Bologna,Palermo,0,0,0.59,1.26,15,19,2016/2017,0
Sassuolo,Palermo,1,0,0.73,0.46,8,10,2015/2016,0
Torino,Sampdoria,2,2,1.64,1.38,18,12,2020/2021,1
Verona,Napoli,0,3,0.31,3.61,20,2,2015/2016,0
Crotone,Inter,1,1,0.86,0.55,17,4,2017/2018,0
Frosinone,Chievo,1,5,0.27,2.31,18,9,2015/2016,0
Napoli,Genoa,2,1,1.59,0.46,7,18,2019/2020,0
Bologna,Napoli,3,2,1.62,1.52,18,2,2015/2016,1
Napoli,Fiorentina,6,0,2.24,1.14,6,13,2020/2021,1
Fiorentina,Lazio,0,1,1.01,1.39,5,10,2018/2019,0
Cagliari,Frosinone,1,0,1.65,0.85,12,19,2018/2019,1
Juventus,Torino,2,2,3.3,1.16,5,17,2020/2021,0
Napoli,Roma,0,0,1.43,0.23,3,5,2015/2016,1
Udinese,Torino,3,2,1.47,1.08,14,18,2020/2021,0
Inter,Parma Calcio 1913,2,1,2.45,1.0,3,8,2019/2020,0
Cagliari,Empoli,0,2,1.43,0.78,15,17,2016/2017,0
Bologna,Cagliari,2,1,1.76,0.92,14,16,2016/2017,1
Empoli,Sassuolo,2,3,1.49,0.98,10,8,2015/2016,0
Inter,Napoli,0,0,0.16,0.77,5,1,2017/2018,1
Atalanta,Spezia,3,1,2.01,1.25,5,15,2020/2021,1
Atalanta,Palermo,3,3,1.97,1.04,16,10,2014/2015,1
Napoli,SPAL 2013,1,0,2.6,0.55,2,15,2018/2019,1
Lazio,Atalanta,3,3,1.06,2.43,5,8,2017/2018,0
Sassuolo,Empoli,0,1,0.3,0.84,6,19,2015/2016,0
Inter,Empoli,2,1,2.74,1.77,4,17,2018/2019,1
Parma Calcio 1913,Bologna,2,2,1.3,0.7,8,15,2019/2020,0
Atalanta,Inter,1,1,1.69,0.72,11,3,2015/2016,1
Spezia,Napoli,2,1,1.93,4.01,18,5,2020/2021,0
Torino,Sampdoria,2,1,0.87,0.18,9,8,2018/2019,1
Atalanta,AC Milan,5,0,2.34,0.33,6,9,2019/2020,1
Palermo,Parma Calcio 1913,2,1,1.44,1.41,13,20,2014/2015,1
Atalanta,Cagliari,2,0,1.76,0.14,6,15,2016/2017,1
Fiorentina,Sampdoria,1,2,2.03,2.18,9,18,2020/2021,1
Cagliari,Sassuolo,2,1,1.68,0.56,18,11,2014/2015,1
Torino,Sassuolo,5,3,2.54,3.46,9,10,2016/2017,1
Fiorentina,Sassuolo,3,3,2.2,1.1,12,10,2018/2019,0
Roma,Bologna,1,1,1.21,0.69,3,14,2015/2016,1
Lazio,Napoli,0,2,0.55,1.56,9,2,2015/2016,1
Atalanta,Pescara,1,0,0.67,0.23,12,19,2016/2017,0
Sampdoria,Cesena,0,0,1.2,0.17,6,18,2014/2015,1
Juventus,Chievo,1,0,2.37,0.5,10,5,2014/2015,0
Atalanta,Sassuolo,1,1,2.0,1.08,5,14,2016/2017,1
Sassuolo,Roma,2,2,3.38,1.55,8,7,2020/2021,1
Udinese,Genoa,3,0,0.5,0.86,12,16,2016/2017,1
Genoa,Sampdoria,1,1,0.28,0.55,13,10,2020/2021,1
Genoa,Napoli,1,2,0.46,1.59,18,7,2019/2020,1
Napoli,Sassuolo,3,1,2.98,0.34,2,16,2017/2018,1
Napoli,Chievo,0,1,2.21,0.67,7,18,2014/2015,1
Bologna,Atalanta,0,1,0.24,1.95,7,12,2017/2018,0
Verona,Napoli,0,2,0.14,2.3,19,2,2017/2018,0
Sassuolo,Udinese,1,0,1.51,0.61,9,12,2016/2017,1
Juventus,Genoa,3,1,0.79,0.2,1,16,2019/2020,0
Atalanta,Sampdoria,1,0,1.74,1.09,7,14,2016/2017,1
Torino,Atalanta,1,2,0.59,2.31,10,7,2017/2018,0
Chievo,Sampdoria,2,1,0.75,0.84,17,5,2014/2015,1
Genoa,Crotone,3,0,1.25,0.64,16,20,2020/2021,0
Benevento,Sampdoria,1,1,0.95,1.7,13,10,2020/2021,1
Atalanta,Genoa,0,2,0.66,1.3,10,17,2015/2016,1
Chievo,Napoli,1,0,0.67,2.21,18,7,2014/2015,0
Fiorentina,Parma Calcio 1913,0,1,1.49,0.48,8,12,2018/2019,1
Crotone,Fiorentina,0,1,0.75,2.82,19,8,2016/2017,1
Cagliari,Roma,0,2,0.49,1.52,17,2,2014/2015,0
Fiorentina,Inter,0,3,0.41,2.71,9,11,2017/2018,0
Sassuolo,Palermo,4,1,1.48,1.33,16,18,2016/2017,1
Torino,SPAL 2013,2,2,1.24,1.28,11,18,2017/2018,0
Verona,Benevento,1,0,1.23,0.26,19,20,2017/2018,1
Inter,Frosinone,3,1,3.71,0.79,3,19,2018/2019,0
Torino,Sassuolo,1,2,1.25,0.89,8,15,2019/2020,0
Atalanta,Frosinone,4,0,2.67,0.35,10,12,2018/2019,1
Empoli,Torino,1,0,1.23,1.94,8,14,2015/2016,0
Torino,Napoli,1,3,0.73,2.32,9,2,2017/2018,1
Udinese,Sassuolo,1,0,2.15,1.0,14,8,2019/2020,0
Lazio,Sampdoria,3,0,2.03,0.05,3,5,2014/2015,1
Verona,Udinese,0,2,0.59,2.05,20,16,2015/2016,0
Verona,Lazio,2,1,0.96,0.65,9,7,2020/2021,0
Torino,AC Milan,2,2,2.68,3.39,9,6,2016/2017,1
Juventus,Verona,2,2,1.99,1.3,1,13,2014/2015,0
Empoli,Verona,1,2,1.21,1.19,14,16,2014/2015,0
Cagliari,Crotone,2,1,0.81,1.07,14,19,2016/2017,0
Bologna,Genoa,0,1,0.67,0.49,18,17,2018/2019,0
Inter,Spezia,1,1,2.88,0.03,1,15,2020/2021,0
Inter,Bologna,1,0,2.12,1.27,1,11,2020/2021,0
AC Milan,Juventus,4,2,2.22,1.41,7,1,2019/2020,1
Cesena,Verona,1,1,0.9,0.65,19,12,2014/2015,1
AC Milan,Sampdoria,1,1,0.97,1.02,2,10,2020/2021,1
Napoli,Inter,2,2,1.46,1.48,3,9,2014/2015,1
Chievo,Carpi,2,1,0.54,0.95,14,20,2015/2016,0
Empoli,Udinese,0,2,1.18,0.91,17,20,2016/2017,0
Crotone,Bologna,1,0,0.53,0.67,18,11,2017/2018,1
Verona,Lazio,0,0,0.56,1.08,10,3,2019/2020,0
Parma Calcio 1913,Sassuolo,2,1,2.21,1.52,11,7,2018/2019,1
Atalanta,Inter,0,2,0.36,1.13,10,4,2017/2018,0
Juventus,Bologna,3,0,0.81,0.25,3,12,2017/2018,0
Frosinone,Torino,2,4,0.65,2.61,18,14,2015/2016,0
Roma,Sassuolo,3,1,4.12,0.59,11,9,2018/2019,1
Crotone,Torino,1,1,0.47,2.66,18,10,2016/2017,0
Chievo,Lazio,1,2,0.77,1.37,6,9,2017/2018,1
Cagliari,Udinese,0,1,1.22,0.99,13,15,2019/2020,1
Empoli,Sampdoria,2,4,1.25,1.9,14,10,2018/2019,1
Roma,SPAL 2013,3,1,3.7,1.11,5,20,2019/2020,1
Palermo,Empoli,0,0,0.68,0.52,17,11,2015/2016,0
Sampdoria,Udinese,1,1,0.95,0.8,11,12,2016/2017,0
Udinese,Chievo,1,1,0.22,1.0,14,12,2014/2015,0
Cagliari,Atalanta,2,0,1.11,0.76,6,4,2019/2020,0
Brescia,Lecce,3,0,3.67,0.91,19,15,2019/2020,1
Torino,Udinese,1,1,0.67,0.27,15,16,2018/2019,0
Inter,Atalanta,4,1,1.96,0.73,11,16,2014/2015,0
Empoli,Frosinone,1,2,2.54,1.03,9,19,2015/2016,1
Inter,Udinese,0,0,0.73,0.21,2,15,2020/2021,0
Inter,Cesena,1,1,1.24,0.31,8,19,2014/2015,1
Atalanta,Napoli,1,4,0.64,1.17,2,5,2020/2021,0
Roma,Empoli,3,1,1.08,0.33,4,10,2015/2016,0
Fiorentina,Juventus,0,3,0.91,2.91,14,1,2019/2020,0
Napoli,Fiorentina,2,0,1.91,0.34,5,13,2020/2021,0
Udinese,Genoa,2,0,2.46,2.07,16,11,2018/2019,1
Inter,Sassuolo,0,1,1.37,1.06,3,16,2017/2018,0
Cagliari,Inter,1,3,1.61,2.75,11,5,2020/2021,1
Udinese,Sassuolo,0,0,0.09,0.08,19,2,2020/2021,0
Parma Calcio 1913,Torino,3,2,3.27,1.7,15,8,2019/2020,1
Chievo,Sampdoria,1,1,1.56,0.96,12,9,2015/2016,1
Genoa,Torino,0,1,1.18,0.84,16,8,2018/2019,1
