A_team,B_team,A_score,B_score,A_standings,B_standings,season,target,total_goals
Juventus,Udinese,4,1,7,13,2020/2021,1,5
Parma Calcio 1913,Torino,0,3,16,20,2020/2021,1,3
Roma,Sampdoria,1,0,4,11,2020/2021,1,1
Spezia,Verona,0,1,18,9,2020/2021,1,1
AC Milan,Juventus,1,3,1,5,2020/2021,1,4
Atalanta,Parma Calcio 1913,3,0,7,16,2020/2021,1,3
Bologna,Udinese,2,2,12,14,2020/2021,1,4
Cagliari,Benevento,1,2,15,10,2020/2021,1,3
Crotone,Roma,1,3,20,3,2020/2021,1,4
Lazio,Fiorentina,2,1,8,14,2020/2021,1,3
Napoli,Spezia,1,2,5,18,2020/2021,1,3
Sampdoria,Inter,2,1,11,2,2020/2021,1,3
Sassuolo,Genoa,2,1,7,19,2020/2021,1,3
Torino,Verona,1,1,18,9,2020/2021,1,2
AC Milan,Torino,2,0,1,17,2020/2021,1,2
Benevento,Atalanta,1,4,10,7,2020/2021,1,5
Genoa,Bologna,2,0,19,12,2020/2021,1,2
Fiorentina,Cagliari,1,0,14,15,2020/2021,1,1
Juventus,Sassuolo,3,1,5,6,2020/2021,1,4
Parma Calcio 1913,Lazio,0,2,19,8,2020/2021,1,2
Roma,Inter,2,2,3,2,2020/2021,1,4
Udinese,Napoli,1,2,14,7,2020/2021,1,3
Verona,Crotone,2,1,9,20,2020/2021,1,3
Spezia,Sampdoria,2,1,15,11,2020/2021,1,3
Lazio,Roma,3,0,8,3,2020/2021,1,3
Bologna,Verona,1,0,13,9,2020/2021,1,1
Sampdoria,Udinese,2,1,11,15,2020/2021,1,3
Torino,Spezia,0,0,18,14,2020/2021,1,0
Atalanta,Genoa,0,0,5,17,2020/2021,1,0
Crotone,Benevento,4,1,20,11,2020/2021,1,5
Inter,Juventus,2,0,2,4,2020/2021,1,2
Napoli,Fiorentina,6,0,6,13,2020/2021,1,6
Sassuolo,Parma Calcio 1913,1,1,8,20,2020/2021,1,2
Cagliari,AC Milan,0,2,17,2,2020/2021,1,2
Udinese,Atalanta,1,1,15,6,2020/2021,1,2
Benevento,Torino,2,2,11,18,2020/2021,1,4
AC Milan,Atalanta,0,3,1,5,2020/2021,1,3
Fiorentina,Crotone,2,1,14,20,2020/2021,1,3
Roma,Spezia,4,3,4,14,2020/2021,1,7
Udinese,Inter,0,0,15,2,2020/2021,1,0
Genoa,Cagliari,1,0,16,18,2020/2021,1,1
Juventus,Bologna,2,0,6,13,2020/2021,1,2
Lazio,Sassuolo,2,1,7,8,2020/2021,1,3
Parma Calcio 1913,Sampdoria,0,2,19,10,2020/2021,1,2
Verona,Napoli,3,1,10,6,2020/2021,1,4
Torino,Fiorentina,1,1,17,12,2020/2021,1,2
Bologna,AC Milan,1,2,13,1,2020/2021,1,3
Inter,Benevento,4,0,2,12,2020/2021,1,4
Sampdoria,Juventus,0,2,10,5,2020/2021,1,2
Atalanta,Lazio,1,3,5,7,2020/2021,1,4
Cagliari,Sassuolo,1,1,18,8,2020/2021,1,2
Crotone,Genoa,0,3,20,16,2020/2021,1,3
Napoli,Parma Calcio 1913,2,0,7,19,2020/2021,1,2
Roma,Verona,3,1,4,9,2020/2021,1,4
Spezia,Udinese,0,1,16,15,2020/2021,1,1
Fiorentina,Inter,0,2,11,2,2020/2021,1,2
Atalanta,Torino,3,3,7,17,2020/2021,1,6
Genoa,Napoli,2,1,14,5,2020/2021,1,3
Juventus,Roma,2,0,4,3,2020/2021,1,2
Sassuolo,Spezia,1,2,8,16,2020/2021,1,3
AC Milan,Crotone,4,0,2,20,2020/2021,1,4
Benevento,Sampdoria,1,1,13,10,2020/2021,1,2
Lazio,Cagliari,1,0,7,18,2020/2021,1,1
Parma Calcio 1913,Bologna,0,3,19,16,2020/2021,1,3
Udinese,Verona,2,0,15,9,2020/2021,1,2
Bologna,Benevento,1,1,13,14,2020/2021,1,2
Napoli,Juventus,1,0,6,3,2020/2021,1,1
Spezia,AC Milan,2,0,16,1,2020/2021,1,2
Torino,Genoa,0,0,17,13,2020/2021,1,0
Cagliari,Atalanta,0,1,18,7,2020/2021,1,1
Crotone,Sassuolo,1,2,20,8,2020/2021,1,3
Inter,Lazio,3,1,2,7,2020/2021,1,4
Roma,Udinese,3,0,4,12,2020/2021,1,3
Sampdoria,Fiorentina,2,1,10,16,2020/2021,1,3
Verona,Parma Calcio 1913,2,1,10,19,2020/2021,1,3
Cagliari,Torino,0,1,18,17,2020/2021,1,1
Fiorentina,Spezia,3,0,16,13,2020/2021,1,3
Genoa,Verona,2,2,11,9,2020/2021,1,4
Lazio,Sampdoria,1,0,7,10,2020/2021,1,1
Sassuolo,Bologna,1,1,8,13,2020/2021,1,2
AC Milan,Inter,0,3,2,1,2020/2021,1,3
Atalanta,Napoli,4,2,7,6,2020/2021,1,6
Benevento,Roma,0,0,16,3,2020/2021,1,0
Parma Calcio 1913,Udinese,2,2,19,15,2020/2021,1,4
Juventus,Crotone,3,0,6,20,2020/2021,1,3
Bologna,Lazio,2,0,12,6,2020/2021,1,2
Spezia,Parma Calcio 1913,2,2,16,19,2020/2021,1,4
Verona,Juventus,1,1,9,3,2020/2021,1,2
Crotone,Cagliari,0,2,20,18,2020/2021,1,2
Inter,Genoa,3,0,1,12,2020/2021,1,3
Napoli,Benevento,2,0,7,16,2020/2021,1,2
Roma,AC Milan,1,2,4,2,2020/2021,1,3
Sampdoria,Atalanta,0,2,10,6,2020/2021,1,2
Udinese,Fiorentina,1,0,13,14,2020/2021,1,1
Juventus,Spezia,3,0,3,15,2020/2021,1,3
AC Milan,Udinese,1,1,2,12,2020/2021,1,2
Atalanta,Crotone,5,1,4,20,2020/2021,1,6
Benevento,Verona,0,3,16,9,2020/2021,1,3
Cagliari,Bologna,1,0,18,12,2020/2021,1,1
Fiorentina,Roma,1,2,14,5,2020/2021,1,3
Genoa,Sampdoria,1,1,13,10,2020/2021,1,2
Sassuolo,Napoli,3,3,9,6,2020/2021,1,6
Parma Calcio 1913,Inter,1,2,19,1,2020/2021,1,3
Juventus,Lazio,3,1,4,7,2020/2021,1,4
Spezia,Benevento,1,1,15,16,2020/2021,1,2
Udinese,Sassuolo,2,0,11,9,2020/2021,1,2
Crotone,Torino,4,2,20,18,2020/2021,1,6
Fiorentina,Parma Calcio 1913,3,3,16,19,2020/2021,1,6
Napoli,Bologna,3,1,6,12,2020/2021,1,4
Roma,Genoa,1,0,5,13,2020/2021,1,1
Sampdoria,Cagliari,2,2,11,17,2020/2021,1,4
Verona,AC Milan,0,2,8,2,2020/2021,1,2
Inter,Atalanta,1,0,1,5,2020/2021,1,1
Atalanta,Spezia,3,1,5,15,2020/2021,1,4
Lazio,Crotone,3,2,7,20,2020/2021,1,5
Benevento,Fiorentina,1,4,16,14,2020/2021,1,5
Genoa,Udinese,1,1,14,11,2020/2021,1,2
Sassuolo,Verona,3,2,9,8,2020/2021,1,5
AC Milan,Napoli,0,1,2,6,2020/2021,1,1
Bologna,Sampdoria,3,1,13,11,2020/2021,1,4
Cagliari,Juventus,1,3,17,3,2020/2021,1,4
Parma Calcio 1913,Roma,2,0,19,5,2020/2021,1,2
Torino,Inter,1,2,18,1,2020/2021,1,3
Torino,Sassuolo,3,2,18,8,2020/2021,1,5
Parma Calcio 1913,Genoa,1,2,19,14,2020/2021,1,3
Crotone,Bologna,2,3,20,12,2020/2021,1,5
Spezia,Cagliari,2,1,15,18,2020/2021,1,3
Fiorentina,AC Milan,2,3,14,2,2020/2021,1,5
Juventus,Benevento,0,1,3,16,2020/2021,1,1
Roma,Napoli,0,2,5,6,2020/2021,1,2
Sampdoria,Torino,1,0,12,17,2020/2021,1,1
Udinese,Lazio,0,1,12,7,2020/2021,1,1
Verona,Atalanta,0,2,9,5,2020/2021,1,2
AC Milan,Sampdoria,1,1,2,10,2020/2021,1,2
Atalanta,Udinese,3,2,3,12,2020/2021,1,5
Benevento,Parma Calcio 1913,2,2,16,19,2020/2021,1,4
Bologna,Inter,0,1,11,1,2020/2021,1,1
Cagliari,Verona,0,2,18,9,2020/2021,1,2
Genoa,Fiorentina,1,1,13,15,2020/2021,1,2
Lazio,Spezia,2,1,7,16,2020/2021,1,3
Napoli,Crotone,4,3,5,20,2020/2021,1,7
Sassuolo,Roma,2,2,8,7,2020/2021,1,4
Torino,Juventus,2,2,17,5,2020/2021,1,4
Inter,Sassuolo,2,1,1,8,2020/2021,1,3
Juventus,Napoli,2,1,4,5,2020/2021,1,3
Parma Calcio 1913,AC Milan,1,3,19,2,2020/2021,1,4
Spezia,Crotone,3,2,16,20,2020/2021,1,5
Udinese,Torino,0,1,12,17,2020/2021,1,1
Fiorentina,Atalanta,2,3,15,4,2020/2021,1,5
Inter,Cagliari,1,0,1,18,2020/2021,1,1
Juventus,Genoa,3,1,4,13,2020/2021,1,4
Roma,Bologna,1,0,6,11,2020/2021,1,1
Sampdoria,Napoli,0,2,10,5,2020/2021,1,2
Verona,Lazio,0,1,9,7,2020/2021,1,1
Benevento,Sassuolo,0,1,16,8,2020/2021,1,1
Cagliari,Parma Calcio 1913,4,3,18,19,2020/2021,1,7
Crotone,Udinese,1,2,20,12,2020/2021,1,3
Sampdoria,Verona,3,1,10,9,2020/2021,1,4
Sassuolo,Fiorentina,3,1,8,15,2020/2021,1,4
AC Milan,Genoa,2,1,2,13,2020/2021,1,3
Atalanta,Juventus,1,0,4,3,2020/2021,1,1
Bologna,Spezia,4,1,12,14,2020/2021,1,5
Napoli,Inter,1,1,5,1,2020/2021,1,2
Torino,Roma,3,1,17,7,2020/2021,1,4
Verona,Fiorentina,1,2,9,16,2020/2021,1,3
AC Milan,Sassuolo,1,2,2,8,2020/2021,1,3
Bologna,Torino,1,1,11,16,2020/2021,1,2
Crotone,Sampdoria,0,1,20,10,2020/2021,1,1
Genoa,Benevento,2,2,14,17,2020/2021,1,4
Juventus,Parma Calcio 1913,3,1,4,19,2020/2021,1,4
Spezia,Inter,1,1,15,1,2020/2021,1,2
Udinese,Cagliari,0,1,12,18,2020/2021,1,1
Napoli,Lazio,5,2,5,6,2020/2021,1,7
Roma,Atalanta,1,1,7,4,2020/2021,1,2
Genoa,Spezia,2,0,14,15,2020/2021,1,2
Parma Calcio 1913,Crotone,3,4,19,20,2020/2021,1,7
Sassuolo,Sampdoria,1,0,8,9,2020/2021,1,1
Atalanta,Bologna,5,0,4,11,2020/2021,1,5
Benevento,Udinese,2,4,17,12,2020/2021,1,6
Cagliari,Roma,3,2,18,7,2020/2021,1,5
Fiorentina,Juventus,1,1,14,4,2020/2021,1,2
Inter,Verona,1,0,1,10,2020/2021,1,1
Lazio,AC Milan,3,0,6,4,2020/2021,1,3
Torino,Napoli,0,2,16,5,2020/2021,1,2
AC Milan,Benevento,2,0,5,18,2020/2021,1,2
Crotone,Inter,0,2,20,1,2020/2021,1,2
Verona,Spezia,1,1,10,15,2020/2021,1,2
Bologna,Fiorentina,3,3,12,14,2020/2021,1,6
Lazio,Genoa,4,3,6,13,2020/2021,1,7
Napoli,Cagliari,1,1,4,17,2020/2021,1,2
Sampdoria,Roma,2,0,9,7,2020/2021,1,2
Sassuolo,Atalanta,1,1,8,3,2020/2021,1,2
Udinese,Juventus,1,2,11,5,2020/2021,1,3
Torino,Parma Calcio 1913,1,0,17,19,2020/2021,1,1
Fiorentina,Lazio,2,0,14,6,2020/2021,1,2
Inter,Sampdoria,5,1,1,9,2020/2021,1,6
Spezia,Napoli,1,4,16,5,2020/2021,1,5
Udinese,Bologna,1,1,11,12,2020/2021,1,2
Benevento,Cagliari,1,3,18,17,2020/2021,1,4
Genoa,Sassuolo,1,2,14,8,2020/2021,1,3
Juventus,AC Milan,0,3,4,5,2020/2021,1,3
Parma Calcio 1913,Atalanta,2,5,19,4,2020/2021,1,7
Roma,Crotone,5,0,7,20,2020/2021,1,5
Verona,Torino,1,1,10,16,2020/2021,1,2
Napoli,Udinese,5,1,4,11,2020/2021,1,6
Atalanta,Benevento,2,0,3,18,2020/2021,1,2
Bologna,Genoa,0,2,11,14,2020/2021,1,2
Cagliari,Fiorentina,0,0,16,14,2020/2021,1,0
Inter,Roma,3,1,1,7,2020/2021,1,4
Lazio,Parma Calcio 1913,1,0,6,19,2020/2021,1,1
Sampdoria,Spezia,2,2,9,17,2020/2021,1,4
Sassuolo,Juventus,1,3,8,5,2020/2021,1,4
Torino,AC Milan,0,7,16,5,2020/2021,1,7
Crotone,Verona,2,1,20,10,2020/2021,1,3
Genoa,Atalanta,3,4,14,2,2020/2021,1,7
Juventus,Inter,3,2,5,1,2020/2021,1,5
Roma,Lazio,2,0,7,6,2020/2021,1,2
Spezia,Torino,4,1,17,16,2020/2021,1,5
AC Milan,Cagliari,0,0,4,16,2020/2021,1,0
Benevento,Crotone,1,1,18,19,2020/2021,1,2
Fiorentina,Napoli,0,2,13,5,2020/2021,1,2
Parma Calcio 1913,Sassuolo,1,3,20,8,2020/2021,1,4
Udinese,Sampdoria,0,1,12,9,2020/2021,1,1
Verona,Bologna,2,2,10,11,2020/2021,1,4
Lazio,Torino,0,0,6,17,2020/2021,1,0
Cagliari,Genoa,0,1,16,14,2020/2021,1,1
Crotone,Fiorentina,0,0,19,14,2020/2021,1,0
Sampdoria,Parma Calcio 1913,3,0,9,20,2020/2021,1,3
Atalanta,AC Milan,0,2,2,4,2020/2021,1,2
Bologna,Juventus,1,4,12,5,2020/2021,1,5
Inter,Udinese,5,1,1,14,2020/2021,1,6
Napoli,Verona,1,1,5,10,2020/2021,1,2
Sassuolo,Lazio,2,0,8,6,2020/2021,1,2
Spezia,Roma,2,2,15,7,2020/2021,1,4
Torino,Benevento,1,1,17,18,2020/2021,1,2
